,best_new_music,author,author_type,year,genre_electronic,genre_experimental,genre_folk,genre_global,genre_jazz,genre_metal,genre_pop,genre_rap,genre_rock,genre_country,genre_r&b,words_count,polarity
5211,0,kyle kramer,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,822,0.15666898577612864
5214,0,ryan dombal,senior editor,2013.0,0,0,0,0,0,0,1,0,0,0,1,964,0.07678032020889163
5215,0,nate patrin,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,583,0.07375372023809522
5216,0,ian cohen,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,764,0.15373641344036082
5217,0,ian cohen,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,764,0.15373641344036082
5218,0,jason heller,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,584,0.16574171952078928
5219,0,jason heller,contributor,2013.0,0,1,0,0,0,0,0,0,0,0,0,584,0.16574171952078928
5220,0,andy o'connor,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,514,0.08951431609326348
5221,1,larry fitzmaurice,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,881,0.23018590998043056
5222,1,larry fitzmaurice,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,881,0.23018590998043056
5223,0,evan minsker,deputy news editor,2013.0,0,0,0,0,0,0,0,0,1,0,0,863,0.08034667267813334
5224,0,harley brown,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,611,0.09546066532673676
5225,0,jeremy d. larson,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,841,0.1474250352821781
5226,0,zach kelly,contributor,2013.0,0,0,0,0,0,1,0,0,0,0,0,678,0.011997529380341878
5227,0,zach kelly,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,678,0.011997529380341878
5228,0,mark richardson,executive editor,2013.0,0,0,0,0,0,0,0,0,1,0,0,696,0.2098869047619047
5229,0,brian howe,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,629,0.17157148407148404
5230,0,brian howe,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,629,0.17157148407148404
5231,0,brian howe,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,629,0.17157148407148404
5232,0,brian howe,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,629,0.17157148407148404
5233,0,nick neyland,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,612,0.14172077922077925
5236,0,lindsay zoladz,contributor,2013.0,0,0,0,0,0,0,1,0,0,0,1,1157,0.18956200049950045
5237,0,lindsay zoladz,contributor,2013.0,0,0,0,0,0,0,1,0,0,0,1,1157,0.18956200049950045
5238,0,jason heller,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,586,0.1271326472269868
5239,0,jason heller,contributor,2013.0,0,0,0,0,0,1,0,0,0,0,0,586,0.1271326472269868
5240,0,stuart berman,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,650,0.2167143595041323
5241,0,stuart berman,contributor,2013.0,0,0,0,0,0,1,0,0,0,0,0,650,0.2167143595041323
5242,0,stuart berman,contributor,2013.0,0,1,0,0,0,0,0,0,0,0,0,650,0.2167143595041323
5244,0,andy o'connor,contributor,2013.0,0,0,0,0,1,0,0,0,0,0,0,478,0.07718177212858064
5245,0,andy o'connor,contributor,2013.0,0,0,0,0,0,1,0,0,0,0,0,478,0.07718177212858064
5246,1,larry fitzmaurice,contributor,2013.0,0,0,0,0,0,0,1,0,0,0,1,635,0.1570724249295678
5247,0,jayson greene,senior editor,2013.0,0,0,0,0,0,0,0,0,1,0,0,647,0.0361060606060606
5248,0,jayson greene,senior editor,2013.0,0,0,0,0,0,0,0,1,0,0,0,647,0.0361060606060606
5249,0,jenn pelly,associate reviews editor,2013.0,0,0,0,0,0,0,0,0,1,0,0,692,0.23000974025974028
5250,0,lindsay zoladz,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,538,0.08211218758093757
5251,0,grayson currin,contributor,2013.0,0,0,0,0,0,1,0,0,0,0,0,661,0.11059683860740195
5252,1,stuart berman,contributor,1993.0,0,0,0,0,0,0,0,0,1,0,0,1801,0.10145363602642087
5253,1,stuart berman,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,1801,0.10145363602642087
5254,0,stephen m. deusner,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,758,0.09304626119694613
5255,0,nick neyland,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,597,0.16357012750455371
5257,0,renato pagnani,contributor,2013.0,0,0,0,0,0,0,1,0,0,0,1,543,0.17428240740740736
5258,1,jayson greene,senior editor,2013.0,0,0,0,0,0,0,0,1,0,0,0,1147,0.09079441934876714
5259,1,jayson greene,senior editor,2013.0,0,0,0,0,0,0,0,1,0,0,0,1147,0.09079441934876714
5260,1,jayson greene,senior editor,2013.0,0,0,0,0,0,0,0,1,0,0,0,1147,0.09079441934876714
5261,0,ian cohen,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,772,0.1371491538764266
5262,0,ian cohen,contributor,2013.0,0,1,0,0,0,0,0,0,0,0,0,772,0.1371491538764266
5263,0,andrew ryce,contributor,2013.0,0,0,0,0,0,0,1,0,0,0,1,665,0.17562712585034013
5264,0,ruth saxelby,contributor,2013.0,0,1,0,0,0,0,0,0,0,0,0,545,0.05752972336305669
5265,0,jamieson cox,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,521,0.10273953823953827
5266,0,brandon stosuy,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,784,0.12618343715904692
5267,0,brandon stosuy,contributor,2013.0,0,1,0,0,0,0,0,0,0,0,0,784,0.12618343715904692
5272,0,marc masters,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,586,0.1900017253278123
5273,0,nick neyland,contributor,2013.0,0,0,0,0,0,0,1,0,0,0,1,675,0.17026525172358503
5274,0,nick neyland,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,675,0.17026525172358503
5275,0,jayson greene,senior editor,2013.0,0,0,0,0,0,0,0,0,1,0,0,584,0.17886394855144852
5276,0,jayson greene,senior editor,2013.0,0,0,0,0,0,0,0,0,1,0,0,584,0.17886394855144852
5277,0,jayson greene,senior editor,2013.0,0,0,0,0,0,0,0,1,0,0,0,584,0.17886394855144852
5278,0,jayson greene,senior editor,2013.0,0,0,0,0,0,0,0,1,0,0,0,584,0.17886394855144852
5279,0,jason heller,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,619,0.18272005772005764
5282,0,nate patrin,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,724,0.09046180612636306
5283,0,nate patrin,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,724,0.09046180612636306
5284,0,kyle kramer,contributor,2013.0,0,0,0,0,0,0,0,1,0,0,0,881,0.09151531607926956
5285,0,grayson currin,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,1073,0.11527274713054529
5286,0,grayson currin,contributor,2013.0,0,1,0,0,0,0,0,0,0,0,0,1073,0.11527274713054529
5287,0,paul thompson,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,594,0.07394574745321014
5288,0,ian cohen,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,774,0.1381356421356421
5289,0,ian cohen,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,774,0.1381356421356421
5290,1,lindsay zoladz,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,1075,0.143292297979798
5292,0,jeremy d. larson,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,674,0.09954104537437869
5293,0,jeremy d. larson,contributor,2013.0,0,1,0,0,0,0,0,0,0,0,0,674,0.09954104537437869
5294,0,renato pagnani,contributor,2013.0,0,0,0,0,0,0,1,0,0,0,1,707,0.14036098310291853
5296,0,ian cohen,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,1085,0.11579199329199327
5297,0,ian cohen,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,1085,0.11579199329199327
5298,0,devon maloney,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,515,0.1378509585652443
5299,0,jonah bromwich,contributor,2013.0,0,0,0,0,1,0,0,0,0,0,0,478,0.16426542207792208
5300,0,jonah bromwich,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,478,0.16426542207792208
5301,0,ruth saxelby,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,743,0.11953408544317641
5302,0,zach kelly,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,731,0.20206088465989452
5303,0,zach kelly,contributor,2013.0,0,0,0,0,0,0,1,0,0,0,1,731,0.20206088465989452
5304,0,andy beta,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,541,0.07504798660459037
5305,0,andrew gaerig,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,570,0.21693600424732493
5306,0,andrew gaerig,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,570,0.21693600424732493
5307,0,andrew gaerig,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,570,0.21693600424732493
5308,0,andrew gaerig,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,570,0.21693600424732493
5309,0,paul thompson,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,748,-0.1647963319259616
5310,0,ian cohen,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,1089,0.10575222462722458
5311,0,evan minsker,deputy news editor,2013.0,0,0,0,0,0,0,0,0,1,0,0,630,0.16284511784511788
5312,0,andrew ryce,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,575,0.12450831061942169
5313,0,andrew ryce,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,575,0.12450831061942169
5314,0,mike powell,contributor,2013.0,0,1,0,0,0,0,0,0,0,0,0,611,0.0763904761904762
5315,0,mike powell,contributor,2013.0,0,1,0,0,0,0,0,0,0,0,0,611,0.0763904761904762
5316,0,jayson greene,senior editor,2013.0,0,0,0,0,0,0,0,0,1,0,0,593,0.1297192989003334
5317,0,jayson greene,senior editor,2013.0,0,0,0,0,0,0,0,0,1,0,0,593,0.1297192989003334
5318,0,jamieson cox,contributor,2013.0,0,0,0,0,0,0,1,0,0,0,1,472,0.13363095238095238
5319,0,nate patrin,contributor,2013.0,0,0,0,0,0,0,0,1,0,0,0,1032,0.07672073575688033
5320,0,ryan dombal,senior editor,2013.0,0,0,0,0,0,0,0,0,1,0,0,928,0.10756673881673882
5321,0,corban goble,contributor,2013.0,0,0,0,0,0,0,0,1,0,0,0,509,0.13027096360429694
5322,0,jayson greene,senior editor,2013.0,0,0,0,0,0,0,0,0,1,0,0,606,0.2091557734204793
5324,0,paul thompson,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,491,0.0010064183501683477
5325,1,jayson greene,senior editor,2013.0,0,0,0,0,0,0,0,0,1,0,0,708,0.2620411865130175
5326,1,jayson greene,senior editor,2013.0,0,0,0,0,0,0,1,0,0,0,1,708,0.2620411865130175
5327,0,marc masters,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,721,0.11026334776334779
5328,0,ian cohen,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,879,0.060023793310310186
5329,0,ian cohen,contributor,2013.0,0,1,0,0,0,0,0,0,0,0,0,879,0.060023793310310186
5332,0,ian cohen,contributor,2013.0,0,0,0,0,0,0,1,0,0,0,1,1032,0.145961456671983
5333,0,ian cohen,contributor,2013.0,0,0,0,0,0,0,1,0,0,0,1,1032,0.145961456671983
5334,0,steven hyden,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,565,0.0520706376956377
5335,0,craig jenkins,contributor,2013.0,0,0,0,0,0,0,0,1,0,0,0,721,0.14361385968528825
5336,0,craig jenkins,contributor,2013.0,0,0,0,0,0,0,1,0,0,0,1,721,0.14361385968528825
5337,0,brian howe,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,559,0.1819810634691587
5338,0,brian howe,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,559,0.1819810634691587
5339,0,jonah bromwich,contributor,2013.0,0,0,0,0,0,0,1,0,0,0,1,572,0.12191407077770713
5340,0,jayson greene,senior editor,2013.0,0,0,0,0,0,0,0,0,1,0,0,553,-0.005259606648495551
5341,0,jenn pelly,associate reviews editor,2013.0,0,0,0,0,0,0,0,0,1,0,0,770,0.11299327865117338
5342,0,brian howe,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,500,0.07391304347826087
5343,0,brian howe,contributor,2013.0,0,1,0,0,0,0,0,0,0,0,0,500,0.07391304347826087
5345,0,nate patrin,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,574,0.04013489234077471
5346,0,lindsay zoladz,contributor,2013.0,0,0,1,0,0,0,0,0,0,1,0,1292,0.08411111968097264
5347,0,katherine st. asaph,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,882,0.08343670218670221
5348,0,katherine st. asaph,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,882,0.08343670218670221
5349,0,steven hyden,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,497,0.14260989832535886
5350,0,jason heller,contributor,2002.0,0,0,0,0,0,0,0,0,1,0,0,631,0.19446088099934253
5351,0,jason heller,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,631,0.19446088099934253
5352,0,jason heller,contributor,2002.0,0,1,0,0,0,0,0,0,0,0,0,631,0.19446088099934253
5353,0,jason heller,contributor,2013.0,0,1,0,0,0,0,0,0,0,0,0,631,0.19446088099934253
5354,0,jason heller,contributor,2002.0,1,0,0,0,0,0,0,0,0,0,0,631,0.19446088099934253
5355,0,jason heller,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,631,0.19446088099934253
5358,0,ian cohen,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,1320,0.12489072972717834
5359,0,ian cohen,contributor,2013.0,0,1,0,0,0,0,0,0,0,0,0,1320,0.12489072972717834
5360,0,stuart berman,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,844,0.060495545019354544
5361,0,stuart berman,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,844,0.060495545019354544
5362,1,jason heller,contributor,1981.0,0,0,0,0,0,0,0,0,1,0,0,1440,0.03773122380265237
5363,1,jason heller,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,1440,0.03773122380265237
5364,1,jason heller,contributor,1981.0,1,0,0,0,0,0,0,0,0,0,0,1440,0.03773122380265237
5365,1,jason heller,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,1440,0.03773122380265237
5366,0,brian howe,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,668,0.12586095452166882
5367,0,jayson greene,senior editor,2013.0,0,0,0,0,0,1,0,0,0,0,0,547,0.04011600378787879
5368,0,stuart berman,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,1072,0.10204368548118549
5369,0,stephen m. deusner,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,1089,0.15078957994095613
5373,0,andrew gaerig,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,500,0.037039110314972375
5374,1,mark richardson,executive editor,2013.0,0,0,0,0,0,0,0,0,1,0,0,1548,0.11534210823316969
5379,0,jayson greene,senior editor,2013.0,0,0,0,0,0,0,0,0,1,0,0,690,0.021499579655317368
5380,0,jayson greene,senior editor,2013.0,0,0,0,0,0,0,0,0,1,0,0,690,0.021499579655317368
5381,1,nate patrin,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,1916,0.14746674597710865
5382,0,joe tangari,contributor,2013.0,0,0,0,1,0,0,0,0,0,0,0,562,0.17734521137298917
5385,0,stuart berman,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,1061,0.13152582051518225
5387,0,jonah bromwich,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,499,0.22168050528706262
5388,0,ian cohen,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,739,0.1366324721377913
5390,1,marc masters,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,789,0.16891293891293893
5391,0,ian cohen,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,777,0.11525001369938075
5393,0,jeremy d. larson,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,645,0.0774240215566746
5395,0,ian cohen,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,1021,0.10035073953823952
5396,0,ian cohen,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,1021,0.10035073953823952
5397,0,jeremy d. larson,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,591,0.1202256944444444
5399,0,devon maloney,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,648,0.09645325434799118
5400,0,andy o'connor,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,647,0.08805555555555555
5401,0,andy o'connor,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,647,0.08805555555555555
5402,1,lindsay zoladz,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,1060,0.13933665293040287
5403,0,stuart berman,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,595,0.10951959498834497
5407,0,kim kelly,contributor,2013.0,0,0,0,0,0,1,0,0,0,0,0,619,0.13486471861471863
5408,0,corban goble,contributor,2013.0,0,0,0,0,0,0,0,1,0,0,0,589,0.17324546922004547
5409,0,brian howe,contributor,2013.0,0,1,0,0,0,0,0,0,0,0,0,714,0.04143559143559143
5410,0,brian howe,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,526,0.03782176604757251
5411,0,marc masters,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,837,0.13866852487135506
5412,0,jamieson cox,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,515,0.12968434343434346
5413,0,evan minsker,deputy news editor,2013.0,0,0,0,0,0,0,0,0,1,0,0,633,0.11471807628524046
5414,0,jason heller,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,581,0.09401366607248961
5415,0,ian cohen,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,1323,0.1508747661237068
5416,0,jason heller,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,401,0.17800387596899225
5417,0,jayson greene,senior editor,2013.0,0,0,0,0,0,0,0,1,0,0,0,569,0.12212965231833153
5418,0,ian cohen,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,1112,0.10924427588144403
5420,0,jayson greene,senior editor,2013.0,0,0,0,0,0,0,0,0,1,0,0,500,0.15427283486494006
5421,0,jonah bromwich,contributor,2013.0,0,0,0,0,0,0,0,1,0,0,0,546,0.17705964069600438
5422,0,grayson currin,contributor,2013.0,0,0,0,0,0,1,0,0,0,0,0,859,0.06013691965526829
5423,1,craig jenkins,contributor,2013.0,0,0,0,0,0,0,0,1,0,0,0,1173,0.03725187044514774
5424,1,craig jenkins,contributor,2013.0,0,0,0,0,0,0,0,1,0,0,0,1173,0.03725187044514774
5425,0,ian cohen,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,770,0.09938724595351103
5426,0,ian cohen,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,770,0.09938724595351103
5427,0,jayson greene,senior editor,2013.0,0,0,0,0,0,0,0,0,1,0,0,601,0.12811828603495273
5431,1,lindsay zoladz,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,1194,0.08999655285515938
5432,0,ian cohen,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,889,0.12286198219125047
5433,0,ian cohen,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,889,0.12286198219125047
5434,0,ian cohen,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,889,0.12286198219125047
5435,0,jayson greene,senior editor,2013.0,0,1,0,0,0,0,0,0,0,0,0,490,0.11547933884297523
5437,0,zach kelly,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,775,0.12733817163228928
5438,0,jenn pelly,associate reviews editor,2013.0,1,0,0,0,0,0,0,0,0,0,0,941,0.14772480237154148
5439,1,grayson haver currin,contributor,1978.0,0,0,0,0,0,0,0,0,1,0,0,863,0.14781277056277053
5440,1,grayson haver currin,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,863,0.14781277056277053
5441,0,paul thompson,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,869,0.10740944448809614
5442,0,stuart berman,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,494,0.1871738215488216
5443,0,stuart berman,contributor,2013.0,0,1,0,0,0,0,0,0,0,0,0,494,0.1871738215488216
5444,0,jonah bromwich,contributor,2013.0,0,0,0,0,0,0,0,1,0,0,0,588,0.1648818695428865
5445,0,brandon stosuy,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,883,0.12802287581699345
5446,0,brandon stosuy,contributor,2013.0,0,1,0,0,0,0,0,0,0,0,0,883,0.12802287581699345
5447,0,zach kelly,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,712,0.19621023421023417
5452,0,stephen m. deusner,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,775,0.07770232473154551
5453,0,stephen m. deusner,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,775,0.07770232473154551
5454,0,miles raymer,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,691,0.12202820073699196
5455,0,grayson haver currin,contributor,2013.0,0,1,0,0,0,0,0,0,0,0,0,879,0.08526697487295316
5456,0,grayson haver currin,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,879,0.08526697487295316
5459,0,ian cohen,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,848,0.1864093450741178
5460,0,ian cohen,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,848,0.1864093450741178
5461,0,nate patrin,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,680,0.038384319384319396
5463,0,nate patrin,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,553,0.05828767586580087
5466,0,nate patrin,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,798,0.1908582955996749
5467,0,nate patrin,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,798,0.1908582955996749
5468,0,nate patrin,contributor,2013.0,0,0,0,0,0,0,1,0,0,0,1,798,0.1908582955996749
5469,0,nate patrin,contributor,2013.0,0,0,0,0,0,0,1,0,0,0,1,798,0.1908582955996749
5470,0,paul thompson,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,663,0.18409496196533237
5473,0,ian cohen,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,795,0.11206020021645022
5474,0,ian cohen,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,795,0.11206020021645022
5475,1,ned raggett,contributor,1990.0,0,0,0,0,0,0,0,0,1,0,0,676,0.17281541922989285
5476,1,ned raggett,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,676,0.17281541922989285
5477,1,ned raggett,contributor,1990.0,0,0,0,0,0,0,0,0,1,0,0,676,0.17281541922989285
5478,1,ned raggett,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,676,0.17281541922989285
5479,0,miles raymer,contributor,2013.0,0,0,0,0,0,0,0,1,0,0,0,583,0.18381673881673885
5480,0,miles raymer,contributor,2013.0,0,0,0,0,0,0,0,1,0,0,0,583,0.18381673881673885
5481,0,miles raymer,contributor,2013.0,0,0,0,0,0,0,1,0,0,0,1,583,0.18381673881673885
5482,0,miles raymer,contributor,2013.0,0,0,0,0,0,0,1,0,0,0,1,583,0.18381673881673885
5483,0,miles raymer,contributor,2013.0,0,0,0,0,0,1,0,0,0,0,0,583,0.18381673881673885
5484,0,miles raymer,contributor,2013.0,0,0,0,0,0,1,0,0,0,0,0,583,0.18381673881673885
5485,0,jonah bromwich,contributor,2013.0,0,0,0,0,0,0,0,1,0,0,0,466,0.1398300229182582
5488,0,nate patrin,contributor,2013.0,0,0,0,0,0,0,0,1,0,0,0,706,0.10767066267066265
5489,0,nate patrin,contributor,2013.0,0,0,0,0,0,0,0,1,0,0,0,706,0.10767066267066265
5490,0,miles raymer,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,602,0.16658341658341658
5491,0,ian cohen,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,643,0.05441186238805288
5492,0,stuart berman,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,603,0.08562311981803508
5494,0,nick neyland,contributor,2013.0,0,1,0,0,0,0,0,0,0,0,0,635,0.07815656565656567
5498,0,brian howe,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,468,0.1162037037037037
5499,0,brian howe,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,468,0.1162037037037037
5500,0,brian howe,contributor,2013.0,0,1,0,0,0,0,0,0,0,0,0,468,0.1162037037037037
5501,0,brian howe,contributor,2013.0,0,1,0,0,0,0,0,0,0,0,0,468,0.1162037037037037
5502,0,katherine st. asaph,contributor,2013.0,0,0,0,0,0,0,1,0,0,0,1,855,0.07953192640692641
5503,0,katherine st. asaph,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,855,0.07953192640692641
5504,0,harley brown,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,578,0.10176024955436723
5505,0,harley brown,contributor,2013.0,0,1,0,0,0,0,0,0,0,0,0,578,0.10176024955436723
5508,0,kim kelly,contributor,2013.0,0,0,0,0,0,1,0,0,0,0,0,462,0.12636077372919474
5509,1,mark richardson,executive editor,2000.0,0,0,0,0,0,0,0,0,1,0,0,859,0.06264661264661266
5510,1,mark richardson,executive editor,2013.0,0,0,0,0,0,0,0,0,1,0,0,859,0.06264661264661266
5512,0,patrick bowman,contributor,2013.0,0,0,0,0,0,0,1,0,0,0,1,669,0.1494576203710819
5513,0,patrick bowman,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,669,0.1494576203710819
5515,0,grayson currin,contributor,2013.0,0,0,0,0,0,1,0,0,0,0,0,707,0.12169339498884954
5516,0,miles raymer,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,562,0.11823846726190475
5517,0,miles raymer,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,562,0.11823846726190475
5520,0,grayson currin,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,679,0.10195969642172174
5521,0,grayson currin,contributor,2013.0,0,0,0,0,0,1,0,0,0,0,0,679,0.10195969642172174
5523,0,nate patrin,contributor,2013.0,0,0,0,0,0,0,0,1,0,0,0,775,0.03190235690235691
5527,0,paul thompson,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,518,0.08740530303030304
5528,0,craig jenkins,contributor,2013.0,0,0,0,0,0,0,1,0,0,0,1,684,0.2012412757310716
5529,0,nick neyland,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,624,0.0732328469022017
5530,0,grayson currin,contributor,2013.0,0,0,0,0,0,1,0,0,0,0,0,835,0.025239836791560923
5531,0,stuart berman,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,778,0.12681197478991596
5532,0,patrick bowman,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,409,0.10881673881673881
5534,0,ian cohen,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,699,0.08671085858585857
5535,0,carrie battan,contributor,2013.0,0,0,0,0,0,0,1,0,0,0,1,800,0.11110198624904509
5536,0,carrie battan,contributor,2013.0,0,0,0,0,0,0,1,0,0,0,1,800,0.11110198624904509
5537,0,ian cohen,contributor,2013.0,0,0,0,0,0,0,0,0,1,0,0,707,0.0022930194805194774
5538,0,nate patrin,contributor,2013.0,1,0,0,0,0,0,0,0,0,0,0,616,0.12626918536009446
